Loan_ID,Borrower_Name,Loan_Amount,Interest_Rate,Loan_Term,Credit_Score,Employment_Status,Annual_Income,Property_Value,Loan_Purpose,Monthly_Payment,Loan_Status,Down_Payment,Property_Type,Loan_to_Value,Origination_Date,Approval_Date
186,Dawn Romero,434147,3.18,20,720,Employed,118058,368561,Purchase,2649.19,Pending,23147,Single-Family,90.88,08-06-2023,08-08-2023
187,Lisa Morrow,299268,4.15,30,782,Self-Employed,77365,319069,Refinance,1322.31,Pending,35745,Single-Family,94.96,17-08-2023,19-12-2022
188,David Shields,452272,3.32,15,610,Employed,48098,251126,Purchase,2197.04,Pending,11613,Single-Family,79.75,26-06-2023,28-03-2023
189,Sean Torres,157186,4.9,30,638,Self-Employed,68022,265468,Purchase,589.37,Approved,26473,Condo,88.75,21-10-2022,19-05-2023
190,Sarah Burns,240719,4.7,20,763,Employed,56025,518075,Refinance,2100.03,Pending,21131,Single-Family,93.12,09-04-2022,08-05-2023
191,Brenda White,106345,3.79,20,693,Employed,77942,513560,Home Improvement,2774.65,Rejected,25342,Townhouse,79.27,23-01-2022,23-09-2023
192,Jenna Freeman,498424,3.02,15,798,Unemployed,102390,534942,Home Improvement,1580.42,Rejected,47422,Townhouse,91.15,29-07-2023,04-07-2023
193,Susan Moore,213319,4.7,15,678,Unemployed,36595,635841,Refinance,2886.95,Rejected,14052,Single-Family,76.34,28-06-2022,22-08-2023
194,Kimberly Clarke,446542,3.31,30,636,Self-Employed,80582,197562,Purchase,1840.94,Pending,10985,Single-Family,72.23,23-11-2022,05-12-2022
195,Amber Riley,360142,4.79,20,695,Employed,83914,185512,Home Improvement,2057.68,Approved,19426,Condo,70.61,30-01-2023,30-09-2023
196,John Martin,471803,4,20,608,Unemployed,39777,128809,Purchase,1258.35,Pending,20277,Single-Family,79.58,15-08-2023,17-10-2023
197,Sarah Moore,157417,4.99,30,800,Unemployed,34327,409804,Purchase,1355.31,Rejected,31359,Townhouse,84.22,20-04-2022,16-08-2023
198,Dawn Scott,115107,3.62,15,621,Unemployed,59536,352454,Refinance,1109.51,Rejected,49972,Condo,93.88,14-10-2023,06-02-2023
199,Anna Hansen,391194,4.12,15,647,Employed,61596,752320,Purchase,1372.18,Pending,28049,Single-Family,94.85,22-04-2022,31-08-2023
200,Alyssa Wilson,218576,3.34,15,668,Employed,84673,668601,Home Improvement,1057.79,Approved,44589,Condo,88.7,15-09-2023,04-05-2023
201,Megan Gregory,200159,3.09,15,662,Employed,119275,676915,Purchase,1411.74,Approved,42788,Townhouse,93.17,31-08-2023,04-02-2023
202,Jill Smith,318672,3.25,20,753,Unemployed,75902,379066,Refinance,1830.58,Approved,35561,Single-Family,85.3,17-08-2023,10-04-2023
203,Leslie Farmer,406572,3.39,30,603,Self-Employed,32089,150600,Refinance,788.8,Pending,28567,Single-Family,88.99,08-12-2022,05-04-2023
204,Steven Griffin,453742,3.08,30,732,Self-Employed,80072,790390,Home Improvement,2252.12,Rejected,19434,Townhouse,77.58,28-08-2023,16-06-2023
205,Danielle Morris,444443,4.72,15,659,Self-Employed,56246,717595,Refinance,796.02,Approved,33800,Townhouse,72.62,01-04-2022,26-10-2023
206,Gina Tyler,373821,4.9,15,658,Self-Employed,62909,734405,Purchase,777.39,Rejected,18237,Townhouse,88.6,07-09-2023,08-08-2023
207,Crystal Wang,461121,4.19,15,764,Unemployed,101665,114655,Purchase,2014.11,Rejected,25843,Condo,71.18,18-10-2023,24-01-2023
208,Gregory Hampton,434026,5,30,727,Self-Employed,113327,486816,Refinance,1927.98,Rejected,41388,Single-Family,93.82,28-11-2022,09-11-2022
209,Raymond Harper,226747,3.18,30,785,Self-Employed,105148,504952,Home Improvement,2853.73,Rejected,36108,Townhouse,76.55,10-09-2023,20-06-2023
210,Tracy Wells,106125,3.24,30,653,Unemployed,76524,395762,Refinance,1791.92,Pending,41369,Townhouse,78.82,15-06-2023,18-05-2023
211,Mary Reeves,242010,3.84,30,668,Employed,88906,218267,Purchase,1743.86,Rejected,40027,Condo,73.77,22-09-2022,29-12-2022
212,Kathleen Nelson,233518,4.75,20,712,Unemployed,60795,302988,Refinance,1794.72,Pending,30744,Condo,74.5,28-07-2022,25-07-2023
213,Ian Mueller,217057,4.55,15,708,Employed,50797,129354,Purchase,708.58,Approved,43725,Single-Family,74.98,07-02-2022,06-01-2023
214,Christopher Blair,184583,3.31,20,622,Employed,114890,529183,Purchase,2971.46,Rejected,21423,Single-Family,93.26,12-02-2023,13-07-2023
215,Katie Jones,228748,4.62,15,725,Self-Employed,107899,133759,Purchase,1977.81,Rejected,10623,Condo,94.02,10-12-2022,29-08-2023
216,Jason Delgado,192899,3.11,20,657,Employed,76001,170612,Home Improvement,2165.86,Approved,26222,Townhouse,79.55,12-11-2022,03-09-2023
217,Michael Guerrero,126747,4.84,15,758,Employed,101971,348135,Refinance,1820.41,Pending,20966,Townhouse,70.72,12-05-2023,14-08-2023
218,Raymond Andersen,497850,3.34,20,795,Unemployed,35704,707756,Purchase,1493.92,Approved,21973,Townhouse,93.95,12-03-2022,20-06-2023
219,Robert Watson,455608,4.73,20,601,Unemployed,107595,676197,Home Improvement,2711.55,Pending,24157,Single-Family,71.73,10-05-2023,22-12-2022
220,Annette Fields,391152,3.64,20,608,Unemployed,100095,474053,Purchase,1579.85,Rejected,35952,Condo,80.28,21-11-2021,16-11-2022
221,Noah Sherman,430409,4.28,20,742,Employed,62109,660071,Purchase,1580.18,Rejected,17500,Townhouse,82.82,28-05-2023,15-12-2022
222,Anna Medina,370646,3.41,30,683,Self-Employed,104348,328565,Home Improvement,1874.78,Pending,40972,Townhouse,84.77,10-08-2023,27-01-2023
223,Tiffany Davis,431466,3.34,30,706,Unemployed,52248,623369,Purchase,2297.03,Pending,36974,Condo,76.79,20-04-2022,16-02-2023
224,Eric Meyers,243973,3.86,15,697,Employed,111986,325135,Refinance,849.04,Approved,20305,Townhouse,86.52,07-08-2022,04-03-2023
225,Richard Collins,107949,4.88,20,716,Unemployed,108107,144536,Purchase,516.77,Approved,30507,Single-Family,81.27,28-08-2022,10-08-2023
226,Scott Mays,157512,3.76,30,763,Employed,67818,187657,Refinance,2097.68,Pending,48125,Condo,92.85,08-06-2022,01-09-2023
227,Amy Gibson,457669,3.68,15,601,Employed,76256,696757,Refinance,2687.73,Rejected,49584,Townhouse,85.59,01-08-2023,15-12-2022
228,Jason Torres,476532,3.15,20,769,Unemployed,36145,771440,Purchase,1552.49,Approved,47497,Townhouse,83.75,16-09-2023,19-07-2023
229,Alyssa Williams,345678,4.09,30,717,Unemployed,106150,738361,Purchase,710.62,Pending,44628,Condo,84.82,09-03-2023,29-08-2023
230,Carlos Thomas,171553,3.01,30,768,Employed,104048,796004,Refinance,1772.51,Pending,30914,Condo,74.96,28-02-2022,17-09-2023
231,Justin Mendoza,108201,3.92,15,797,Employed,100676,668508,Home Improvement,1374.75,Pending,47133,Townhouse,93.3,22-02-2022,27-11-2022
232,Dorothy Brown,239537,3.48,15,609,Employed,97588,183067,Home Improvement,952.34,Rejected,37483,Townhouse,74.71,26-03-2023,27-01-2023
233,Amanda Perez,137442,4.61,20,681,Employed,88262,172605,Purchase,1833.24,Rejected,35451,Condo,84.18,13-09-2023,11-01-2023
234,Andrew Vasquez,299052,4.09,20,778,Self-Employed,117987,702786,Home Improvement,1519.71,Pending,29781,Townhouse,90.59,03-09-2022,29-08-2023
235,Jamie Ponce,474228,4.35,30,643,Employed,31274,456448,Purchase,1669.84,Pending,28526,Single-Family,92.53,01-11-2022,24-10-2023
236,Juan Wall,498477,3.71,30,719,Employed,43754,688372,Home Improvement,2193.77,Pending,42996,Condo,81.89,05-02-2022,21-10-2023
237,James Gilmore,428209,4.03,20,716,Employed,117510,290559,Home Improvement,1469.33,Pending,35452,Single-Family,71.57,22-02-2023,09-06-2023
238,Robert Williams,297767,4.39,20,607,Employed,54676,315474,Refinance,1897.24,Pending,42619,Single-Family,70.49,27-12-2021,12-02-2023
239,Julia Stewart,455633,3.09,30,662,Employed,97389,446134,Refinance,1785.04,Rejected,42578,Condo,85.61,11-02-2022,05-02-2023
240,Michelle Patterson,214559,4.31,30,685,Self-Employed,31599,447724,Refinance,2227.49,Rejected,20031,Townhouse,78.38,04-06-2022,07-07-2023
241,Ryan Morrow,479581,3.92,30,669,Unemployed,83943,744265,Refinance,1985.59,Pending,12832,Townhouse,94.19,01-09-2023,21-04-2023
242,Troy Waters,410476,3.98,20,663,Employed,39809,279985,Purchase,2715.72,Rejected,32391,Condo,72.05,08-10-2022,05-07-2023
243,Shannon Murray,315412,3.49,30,737,Employed,54120,565826,Refinance,967.61,Approved,11353,Townhouse,93.3,19-08-2023,29-08-2023
244,Pamela Perry,139096,3.03,20,744,Employed,93991,646721,Home Improvement,2428.52,Pending,40092,Single-Family,82.68,05-07-2022,14-08-2023
245,Julie Austin,461023,4.7,20,619,Employed,94215,748474,Refinance,1425.79,Rejected,11849,Condo,89.61,24-01-2022,21-02-2023
246,Michael Schmitt,253209,4.43,20,694,Employed,113549,678640,Refinance,2277.45,Approved,38548,Condo,84.58,05-06-2022,19-11-2022
247,Johnny Sellers,476507,3.34,20,748,Self-Employed,96441,787683,Purchase,2003.2,Pending,37110,Single-Family,71.88,11-04-2023,24-06-2023
248,Laura Jones,464988,3.39,15,768,Employed,41919,676635,Home Improvement,567.21,Pending,17686,Single-Family,78.48,26-05-2022,15-06-2023
249,Daniel Stuart,366309,3.71,20,717,Unemployed,76640,603227,Purchase,1541.88,Rejected,23657,Townhouse,93.13,13-10-2022,03-08-2023
250,Bill Arnold,411967,3.46,30,628,Unemployed,49086,101852,Purchase,1224.04,Pending,28187,Single-Family,89.49,02-07-2023,21-05-2023
251,Reginald Smith,358397,3.14,30,608,Employed,109369,670850,Refinance,1078.98,Approved,41411,Townhouse,87.92,06-07-2023,02-06-2023
252,Jonathan Mason,483960,4.59,20,635,Unemployed,57669,165184,Purchase,773.8,Pending,29408,Townhouse,90.28,12-01-2022,09-05-2023
253,Christopher Baker,461457,3.17,20,758,Unemployed,44866,538373,Refinance,2186.47,Approved,28198,Condo,80.25,24-07-2022,21-11-2022
254,Patricia Delgado,163490,3.25,30,711,Employed,39410,395324,Refinance,778.94,Approved,23262,Townhouse,91.15,30-12-2022,14-01-2023
255,Shannon Jones,186208,3.83,20,712,Self-Employed,107298,534339,Home Improvement,905.36,Rejected,14487,Condo,79.37,28-07-2023,12-01-2023
256,Nathan Hancock,242192,3.01,20,736,Self-Employed,88731,659645,Purchase,2851.13,Approved,16121,Condo,70.84,08-05-2023,26-10-2023
257,Michelle Baker,457521,4.24,15,772,Unemployed,67763,250457,Purchase,2414.53,Approved,41740,Townhouse,78.29,19-01-2023,17-07-2023
258,Alison Blake,460924,3.57,20,709,Unemployed,34185,140533,Refinance,1069.33,Pending,13845,Townhouse,73.72,18-03-2023,17-04-2023
259,Jeffrey Pierce,305456,4.51,30,618,Unemployed,59718,444779,Refinance,1629.2,Approved,20837,Townhouse,73.43,25-09-2023,21-09-2023
260,James Riley,139547,4.55,15,688,Employed,65937,767490,Home Improvement,656.99,Rejected,45746,Condo,94.03,30-11-2022,20-10-2023
261,Logan Davis,429115,3.32,20,676,Unemployed,38317,258666,Refinance,2119.47,Pending,48984,Condo,72.24,20-06-2023,29-08-2023
262,Melanie Adams,214992,4.85,15,672,Employed,67398,402449,Refinance,2468.73,Rejected,43378,Single-Family,71.59,09-04-2022,05-11-2022
263,Morgan Petersen,254927,4.7,20,793,Employed,54459,298037,Refinance,1152.36,Rejected,31779,Condo,73.98,05-12-2021,28-04-2023
264,George Miller,473562,4.09,20,620,Unemployed,79837,610031,Purchase,1048.07,Approved,23308,Single-Family,92.98,22-10-2022,26-11-2022
265,Richard Morgan,318003,4.51,20,635,Self-Employed,32373,555871,Refinance,1421.88,Pending,42833,Townhouse,93.73,18-04-2023,29-11-2022
266,Paul Bentley,120834,4.19,15,760,Self-Employed,100301,699968,Refinance,1118.19,Rejected,11985,Condo,79.31,13-07-2023,14-06-2023
267,Chase Gonzalez,153323,3.26,30,796,Employed,116776,380763,Home Improvement,1368.25,Approved,47887,Single-Family,83.01,02-10-2023,18-01-2023
268,Kevin Becker,225179,4.72,30,752,Unemployed,95062,520637,Home Improvement,1937.07,Rejected,13625,Townhouse,70.64,18-11-2021,01-07-2023
269,Mark Sheppard,443876,3.21,20,777,Self-Employed,35037,599123,Purchase,2461.46,Approved,11488,Townhouse,77.33,28-02-2023,05-04-2023
270,Mrs. Elizabeth Bryant,268749,4.53,30,732,Employed,83403,690459,Home Improvement,2810.18,Approved,37200,Condo,85.96,13-07-2022,08-04-2023
271,Elizabeth Reeves,297762,4.24,30,772,Self-Employed,107339,533568,Refinance,2846.49,Rejected,12933,Condo,87.51,19-02-2023,28-03-2023
272,Crystal Glenn,124638,4.53,15,672,Unemployed,44089,359986,Purchase,689.66,Rejected,49207,Townhouse,78.46,05-08-2022,21-05-2023
273,Taylor Huffman,358214,3.94,30,726,Employed,92632,623447,Refinance,572,Rejected,37356,Single-Family,78.13,02-08-2023,09-03-2023
274,Richard Brown,293833,4.31,30,751,Employed,104236,211365,Purchase,1186.9,Approved,27162,Condo,79.04,20-10-2023,21-12-2022
275,Miguel Owens,259418,4.5,20,613,Employed,106856,126994,Home Improvement,1611.5,Rejected,18561,Condo,90.05,01-09-2023,05-09-2023
276,Sarah Fox,344763,4.49,20,693,Self-Employed,103487,366042,Purchase,2363.8,Rejected,43760,Single-Family,90.97,07-01-2022,03-08-2023
277,Dana Yates,174232,4.34,20,623,Self-Employed,112222,399350,Home Improvement,2305.25,Pending,24604,Condo,80.72,25-01-2023,19-04-2023
278,Karen Ritter,311025,4.99,20,671,Self-Employed,70847,421235,Purchase,2075.65,Pending,46824,Townhouse,90.55,03-02-2023,08-05-2023
279,Michael Patton,269715,3.7,15,682,Self-Employed,103363,616659,Purchase,964.44,Pending,14588,Townhouse,74.52,26-01-2022,24-05-2023
280,Shane Washington,132154,3.59,30,638,Self-Employed,66419,433852,Home Improvement,1150.38,Pending,32286,Single-Family,73.29,21-01-2023,24-05-2023
281,James Davis,285838,3.94,20,767,Unemployed,111487,379168,Home Improvement,1904.17,Approved,42700,Single-Family,70.77,20-03-2022,08-03-2023
282,Erica Parker,391139,4.81,20,717,Unemployed,70180,241402,Purchase,2786.64,Rejected,24559,Single-Family,76.63,06-12-2021,16-11-2022
283,Melinda Johnson,363548,3.59,20,745,Self-Employed,47286,707855,Refinance,1786.67,Approved,39001,Single-Family,88.31,03-09-2023,16-04-2023
284,Denise West,289371,4.6,20,635,Unemployed,62071,329865,Refinance,1597.89,Rejected,47567,Condo,90.11,26-12-2021,27-02-2023
285,Angela Thomas,106401,4.91,20,798,Employed,75090,207822,Purchase,2428.65,Pending,19649,Condo,94.7,08-10-2023,18-04-2023
286,Samantha Dorsey,427615,3.92,15,737,Self-Employed,50888,221478,Home Improvement,1740.18,Approved,38221,Townhouse,84.86,26-12-2022,06-04-2023
287,Hannah Andrews,158360,4.81,15,781,Unemployed,85936,100144,Refinance,2497.98,Pending,41560,Single-Family,75.77,14-04-2023,24-03-2023
288,Brittney Flores,494621,3.09,15,749,Unemployed,32084,784121,Home Improvement,1529.36,Pending,45059,Townhouse,79.58,26-05-2023,24-05-2023
289,Tanya Powell,250262,4.72,15,612,Self-Employed,68398,210272,Refinance,2653.6,Rejected,21662,Single-Family,86.68,27-07-2023,27-07-2023
290,Daniel Harris,270255,3.33,20,663,Unemployed,84424,570799,Home Improvement,1121.29,Pending,49424,Townhouse,76.91,24-10-2023,20-01-2023
291,James Fletcher,210131,4.28,15,654,Self-Employed,76159,224456,Purchase,1166.04,Pending,34961,Townhouse,79.9,20-02-2023,28-02-2023
292,James Williams,349988,4.76,30,750,Unemployed,96733,788504,Refinance,2605.83,Rejected,43159,Townhouse,80.61,02-02-2022,21-04-2023
293,Linda Adkins,252823,4.36,30,642,Employed,43931,527870,Refinance,1094.55,Pending,18299,Condo,73.51,16-09-2023,18-10-2023
294,Michelle Johnston,385532,3.41,20,609,Self-Employed,86778,540210,Refinance,2691.13,Pending,47160,Condo,73.3,19-03-2022,17-04-2023
295,Monica Murray,250235,3.47,30,690,Employed,40241,328184,Home Improvement,973.31,Approved,47060,Townhouse,70.52,22-05-2023,03-07-2023
296,Jodi Bryant,124112,3.2,20,636,Unemployed,92680,427714,Purchase,2071.33,Pending,10701,Townhouse,84.49,24-11-2021,03-09-2023
297,Leslie Cannon DVM,179891,3.93,30,740,Unemployed,79906,260368,Home Improvement,1106.46,Approved,13547,Condo,84.97,31-07-2022,14-11-2022
298,Richard Brown,384248,3.69,20,765,Self-Employed,114578,137741,Home Improvement,2777.2,Rejected,33640,Condo,93.69,25-09-2022,28-03-2023
299,Anthony Branch,149188,3.84,15,755,Employed,85051,257319,Purchase,2627.89,Approved,14104,Condo,70.44,16-03-2023,03-10-2023
300,Philip Clark,312575,3.34,15,750,Unemployed,74922,133898,Refinance,1544.7,Rejected,19899,Townhouse,91.37,27-03-2023,27-03-2023
301,Amanda Brown,165725,3.7,20,682,Self-Employed,79076,709009,Purchase,1690.87,Pending,32765,Condo,70.77,16-05-2023,12-08-2023
302,Henry Parker,289285,3.5,30,671,Self-Employed,117210,760085,Purchase,2247.27,Rejected,42680,Townhouse,79.45,23-05-2023,23-09-2023
303,Joseph Burns,390222,3.61,30,793,Employed,93831,349956,Purchase,2743.5,Approved,38036,Townhouse,93.93,08-07-2022,26-03-2023
304,Terri Ramsey,197380,3.56,20,771,Employed,46973,125145,Purchase,1356.14,Approved,27558,Single-Family,88.85,27-01-2023,04-01-2023
305,Allen Martin,247887,3.24,15,796,Unemployed,101420,443064,Purchase,2984.34,Pending,36239,Single-Family,83.18,27-01-2023,06-10-2023
306,Michael Morgan,460294,4.87,30,742,Unemployed,103013,516139,Refinance,2189.19,Rejected,11123,Single-Family,88.18,23-09-2023,26-08-2023
307,David Martin,297762,3.54,15,600,Self-Employed,114005,756391,Refinance,1316.43,Rejected,27521,Townhouse,82.27,21-11-2021,24-04-2023
308,Jodi Velez,309101,4.49,30,619,Unemployed,73984,102700,Refinance,2715.13,Rejected,28425,Condo,94.31,09-08-2023,07-09-2023
309,Diana Collins,159535,4.57,20,789,Unemployed,76652,483584,Home Improvement,2298.82,Pending,42291,Single-Family,82.88,05-01-2023,27-09-2023
310,Jeffrey Hatfield,148101,3.11,20,751,Employed,55837,188064,Refinance,1663.14,Rejected,22672,Condo,87.15,09-05-2023,02-09-2023
311,Lisa Goodman,421716,3.67,20,797,Employed,83043,380099,Home Improvement,2733.22,Pending,39407,Condo,74.63,31-12-2022,01-07-2023
312,Daniel Price,450956,4.58,30,616,Unemployed,60792,308360,Purchase,1217.97,Approved,35035,Condo,72.56,11-01-2023,13-04-2023
313,Teresa Rhodes,142926,3.2,30,706,Unemployed,115737,664356,Home Improvement,1831.84,Rejected,20790,Condo,81.79,23-01-2022,19-02-2023
314,Bryan Daniels,491172,3.11,15,669,Self-Employed,82890,493025,Purchase,1477.88,Pending,44320,Condo,86.98,27-12-2022,09-08-2023
315,Nicholas Warren,110298,4.07,20,780,Employed,58979,402291,Home Improvement,2797.74,Pending,32926,Townhouse,89.36,29-04-2022,07-12-2022
316,Laura Owens,259162,3.96,20,678,Employed,46880,440881,Home Improvement,985.59,Approved,10969,Condo,75.56,14-06-2023,09-10-2023
317,Miranda Martinez,461784,4.32,15,796,Employed,105044,568501,Refinance,1743.53,Approved,48111,Townhouse,76.46,05-09-2022,19-09-2023
318,Jason Dunlap Jr.,174873,4.18,15,626,Self-Employed,84314,613266,Purchase,552.98,Approved,31819,Condo,89.07,31-01-2023,03-05-2023
319,Nathan Wilson,137469,3.95,30,605,Employed,63079,583477,Home Improvement,2925.08,Pending,13194,Single-Family,71.15,18-12-2021,01-02-2023
320,Robert Hawkins,323097,4.83,30,631,Unemployed,91076,608656,Purchase,2392.13,Rejected,31357,Townhouse,93.35,17-08-2022,26-12-2022
321,Jennifer Howard,115655,4.92,30,637,Employed,112263,640242,Purchase,2845.89,Pending,11669,Single-Family,89.02,09-04-2023,04-01-2023
322,Joseph Pena,126159,3.03,30,615,Unemployed,108593,381619,Refinance,2366.22,Pending,15970,Townhouse,89.05,09-05-2022,19-07-2023
323,Ashlee Gaines,424959,3.62,30,799,Unemployed,66760,462915,Home Improvement,634.86,Approved,21461,Townhouse,86.73,10-06-2023,02-03-2023
324,Erin Peterson,393542,3.83,20,622,Employed,78978,304681,Refinance,605.09,Approved,43734,Townhouse,86.65,07-05-2023,03-01-2023
325,Craig Evans,243419,3.77,15,616,Self-Employed,64658,232449,Purchase,1257.74,Pending,19340,Townhouse,79.84,30-08-2022,27-03-2023
326,Robert Williams,444818,3.2,30,685,Employed,103806,408879,Home Improvement,2457.89,Rejected,26501,Townhouse,70.98,20-05-2022,11-05-2023
327,Heather Foster,190040,4.2,20,731,Self-Employed,117632,499592,Home Improvement,1092.45,Rejected,12681,Condo,82.64,19-09-2023,21-04-2023
328,Carlos Simon,264097,3.42,20,729,Self-Employed,69877,706454,Purchase,2628.25,Approved,42887,Condo,77.45,25-07-2022,23-07-2023
329,Debra Stevenson,257211,3.77,30,800,Employed,92756,447492,Refinance,1290.98,Approved,15611,Townhouse,77.22,17-12-2022,31-08-2023
330,Roger Jones,331447,4.42,15,665,Unemployed,97455,290445,Purchase,1539.31,Approved,12256,Townhouse,89.04,04-04-2023,26-01-2023
331,Gail Stone,110411,3.77,15,723,Self-Employed,35657,431440,Home Improvement,2188.71,Approved,36442,Condo,91.31,23-03-2022,17-01-2023
332,Nicholas Frazier,273462,4.96,30,668,Self-Employed,77323,243451,Home Improvement,2676.01,Rejected,19023,Single-Family,86.71,24-03-2023,23-02-2023
333,Kayla Smith,200248,4.7,20,690,Self-Employed,106439,242347,Purchase,2230.27,Pending,10948,Townhouse,85.68,20-05-2023,27-02-2023
334,Nancy Frazier,295057,3.13,20,753,Self-Employed,90477,261129,Home Improvement,1145.91,Pending,31657,Townhouse,80.06,07-09-2022,25-06-2023
